source,destination,level
"*225*56644*","39994*64447",0
"*225*56644*","39994*67*45",0
"*225*56644*","40005*64447",0
"*225*56644*","40005*67*45",0
"*225*56644*","41115*64447",0
"*225*56644*","41115*67*45",0
"*225*56644*","43335*64447",0
"*225*56644*","43335*67*45",0
"*225*56644*","45*10*64447",0
"*225*56644*","45*10*67*45",0
"*225*56644*","45*12*64447",0
"*225*56644*","45*12*67*45",0
"*225*56644*","45*23*64447",0
"*225*56644*","45*23*67*45",0
"*225*56644*","45*34*64447",0
"*225*56644*","45*34*67*45",0
"*225*56644*","45*45*64447",0
"*225*56644*","45*45*67*45",0
"*225*56644*","45*455*4445",0
"*225*56644*","45*67*64447",0
"*225*56644*","45*67*67*45",0
"*225*56644*","45*78*64447",0
"*225*56644*","45*78*67*45",0
"*225*56644*","45*89*64447",0
"*225*56644*","45*89*67*45",0
"*225*56644*","45*95560*45",0
"*225*56644*","455*556*445",0
"*225*56644*","46665*64447",0
"*225*56644*","46665*67*45",0
"*225*56644*","47775*64447",0
"*225*56644*","47775*67*45",0
"*225*56644*","48885*64447",0
"*225*56644*","48885*67*45",0
"*225*56644*","49995*64447",0
"*225*56644*","49995*67*45",0
"*225*56644*","50006*64447",0
"*225*56644*","50006*67*45",0
"*225*56644*","51116*64447",0
"*225*56644*","51116*67*45",0
"*225*56644*","53336*64447",0
"*225*56644*","53336*67*45",0
"*225*56644*","54446*64447",0
"*225*56644*","54446*67*45",0
"*225*56644*","56*10*64447",0
"*225*56644*","56*10*67*45",0
"*225*56644*","56*12*64447",0
"*225*56644*","56*12*67*45",0
"*225*56644*","56*23*64447",0
"*225*56644*","56*23*67*45",0
"*225*56644*","56*34*64447",0
"*225*56644*","56*34*67*45",0
"*225*56644*","56*45*64447",0
"*225*56644*","56*45*67*45",0
"*225*56644*","56*455*4445",0
"*225*56644*","56*67*64447",0
"*225*56644*","56*67*67*45",0
"*225*56644*","56*78*64447",0
"*225*56644*","56*78*67*45",0
"*225*56644*","56*89*64447",0
"*225*56644*","56*89*67*45",0
"*225*56644*","56*95560*45",0
"*225*56644*","566*556*445",0
"*225*56644*","57776*64447",0
"*225*56644*","57776*67*45",0
"*225*56644*","58886*64447",0
"*225*56644*","58886*67*45",0
"*225*56644*","59996*64447",0
"*225*56644*","59996*67*45",0
"*225*56644*","60007*64447",0
"*225*56644*","60007*67*45",0
"*225*56644*","61117*64447",0
"*225*56644*","61117*67*45",0
"*225*56644*","63337*64447",0
"*225*56644*","63337*67*45",0
"*225*56644*","64447*64447",0
"*225*56644*","64447*67*45",0
"*225*56644*","67*10*64447",0
"*225*56644*","67*10*67*45",0
"*225*56644*","67*12*64447",0
"*225*56644*","67*12*67*45",0
"*225*56644*","67*23*64447",0
"*225*56644*","67*23*67*45",0
"*225*56644*","67*34*64447",0
"*225*56644*","67*34*67*45",0
"*225*56644*","67*45*64447",0
"*225*56644*","67*45*67*45",0
"*225*56644*","67*455*4445",0
"*225*56644*","67*67*64447",0
"*225*56644*","67*67*67*45",0
"*225*56644*","67*78*64447",0
"*225*56644*","67*78*67*45",0
"*225*56644*","67*89*64447",0
"*225*56644*","67*89*67*45",0
"*225*56644*","67*95560*45",0
"*225*56644*","677*556*445",0
"*225*56644*","68887*64447",0
"*225*56644*","68887*67*45",0
"*225*56644*","69997*64447",0
"*225*56644*","69997*67*45",0
"*225*56644*","70008*64447",0
"*225*56644*","70008*67*45",0
"*225*56644*","71118*64447",0
"*225*56644*","71118*67*45",0
"*225*56644*","73338*64447",0
"*225*56644*","73338*67*45",0
"*225*56644*","74448*64447",0
"*225*56644*","74448*67*45",0
"*225*56644*","76668*64447",0
"*225*56644*","76668*67*45",0
"*225*56644*","78*10*64447",0
"*225*56644*","78*10*67*45",0
"*225*56644*","78*12*64447",0
"*225*56644*","78*12*67*45",0
"*225*56644*","78*23*64447",0
"*225*56644*","78*23*67*45",0
"*225*56644*","78*34*64447",0
"*225*56644*","78*34*67*45",0
"*225*56644*","78*45*64447",0
"*225*56644*","78*45*67*45",0
"*225*56644*","78*455*4445",0
"*225*56644*","78*67*64447",0
"*225*56644*","78*67*67*45",0
"*225*56644*","78*78*64447",0
"*225*56644*","78*78*67*45",0
"*225*56644*","78*89*64447",0
"*225*56644*","78*89*67*45",0
"*225*56644*","78*95560*45",0
"*225*56644*","788*556*445",0
"*225*56644*","79998*64447",0
"*225*56644*","79998*67*45",0
"*225*56644*","80009*64447",0
"*225*56644*","80009*67*45",0
"*225*56644*","81119*64447",0
"*225*56644*","81119*67*45",0
"*225*56644*","83339*64447",0
"*225*56644*","83339*67*45",0
"*225*56644*","84449*64447",0
"*225*56644*","84449*67*45",0
"*225*56644*","86669*64447",0
"*225*56644*","86669*67*45",0
"*225*56644*","87779*64447",0
"*225*56644*","87779*67*45",0
"*225*56644*","89*10*64447",0
"*225*56644*","89*10*67*45",0
"*225*56644*","89*12*64447",0
"*225*56644*","89*12*67*45",0
"*225*56644*","89*23*64447",0
"*225*56644*","89*23*67*45",0
"*225*56644*","89*34*64447",0
"*225*56644*","89*34*67*45",0
"*225*56644*","89*45*64447",0
"*225*56644*","89*45*67*45",0
"*225*56644*","89*455*4445",0
"*225*56644*","89*67*64447",0
"*225*56644*","89*67*67*45",0
"*225*56644*","89*78*64447",0
"*225*56644*","89*78*67*45",0
"*225*56644*","89*89*64447",0
"*225*56644*","89*89*67*45",0
"*225*56644*","89*95560*45",0
"*225*56644*","899*556*445",0
"*441*14400*","10*23*40005",0
"*441*14400*","10*34*40005",0
"*441*14400*","10*45*40005",0
"*441*14400*","10*56*40005",0
"*441*14400*","10*67*40005",0
"*441*14400*","10*78*40005",0
"*441*14400*","10*89*40005",0
"*441*14400*","10002*40005",0
"*441*14400*","12*23*40005",0
"*441*14400*","12*34*40005",0
"*441*14400*","12*45*40005",0
"*441*14400*","12*56*40005",0
"*441*14400*","12*67*40005",0
"*441*14400*","12*78*40005",0
"*441*14400*","12*89*40005",0
"*441*14400*","13332*40005",0
"*441*14400*","15552*40005",0
"*441*14400*","16662*40005",0
"*441*14400*","17772*40005",0
"*441*14400*","18882*40005",0
"*441*14400*","19992*40005",0
"*441*14400*","20003*40005",0
"*441*14400*","23*23*40005",0
"*441*14400*","23*34*40005",0
"*441*14400*","23*45*40005",0
"*441*14400*","23*56*40005",0
"*441*14400*","23*67*40005",0
"*441*14400*","23*78*40005",0
"*441*14400*","23*89*40005",0
"*441*14400*","25553*40005",0
"*441*14400*","26663*40005",0
"*441*14400*","27773*40005",0
"*441*14400*","28883*40005",0
"*441*14400*","29993*40005",0
"*441*14400*","30004*40005",0
"*441*14400*","32224*40005",0
"*441*14400*","35554*40005",0
"*441*14400*","36664*40005",0
"*441*14400*","37774*40005",0
"*441*14400*","38884*40005",0
"*441*14400*","39994*40005",0
"*441*14400*","40005*40005",0
"*441*14400*","42225*40005",0
"*441*14400*","43335*40005",0
"*441*14400*","45*23*40005",0
"*441*14400*","45*34*40005",0
"*441*14400*","45*45*40005",0
"*441*14400*","45*56*40005",0
"*441*14400*","45*67*40005",0
"*441*14400*","45*78*40005",0
"*441*14400*","45*89*40005",0
"*441*14400*","46665*40005",0
"*441*14400*","47775*40005",0
"*441*14400*","48885*40005",0
"*441*14400*","49995*40005",0
"*441*14400*","50006*40005",0
"*441*14400*","52226*40005",0
"*441*14400*","53336*40005",0
"*441*14400*","56*23*40005",0
"*441*14400*","56*34*40005",0
"*441*14400*","56*45*40005",0
"*441*14400*","56*56*40005",0
"*441*14400*","56*67*40005",0
"*441*14400*","56*78*40005",0
"*441*14400*","56*89*40005",0
"*441*14400*","57776*40005",0
"*441*14400*","58886*40005",0
"*441*14400*","59996*40005",0
"*441*14400*","60007*40005",0
"*441*14400*","62227*40005",0
"*441*14400*","63337*40005",0
"*441*14400*","65557*40005",0
"*441*14400*","67*23*40005",0
"*441*14400*","67*34*40005",0
"*441*14400*","67*45*40005",0
"*441*14400*","67*56*40005",0
"*441*14400*","67*67*40005",0
"*441*14400*","67*78*40005",0
"*441*14400*","67*89*40005",0
"*441*14400*","68887*40005",0
"*441*14400*","69997*40005",0
"*441*14400*","70008*40005",0
"*441*14400*","72228*40005",0
"*441*14400*","73338*40005",0
"*441*14400*","75558*40005",0
"*441*14400*","76668*40005",0
"*441*14400*","78*23*40005",0
"*441*14400*","78*34*40005",0
"*441*14400*","78*45*40005",0
"*441*14400*","78*56*40005",0
"*441*14400*","78*67*40005",0
"*441*14400*","78*78*40005",0
"*441*14400*","78*89*40005",0
"*441*14400*","79998*40005",0
"*441*14400*","80009*40005",0
"*441*14400*","82229*40005",0
"*441*14400*","83339*40005",0
"*441*14400*","85559*40005",0
"*441*14400*","86669*40005",0
"*441*14400*","87779*40005",0
"*441*14400*","89*23*40005",0
"*441*14400*","89*34*40005",0
"*441*14400*","89*45*40005",0
"*441*14400*","89*56*40005",0
"*441*14400*","89*67*40005",0
"*441*14400*","89*78*40005",0
"*441*14400*","89*89*40005",0
"*441*56644*","10*23*64447",0
"*441*56644*","10*23*67*45",0
"*441*56644*","10*34*64447",0
"*441*56644*","10*34*67*45",0
"*441*56644*","10*45*64447",0
"*441*56644*","10*45*67*45",0
"*441*56644*","10*455*4445",0
"*441*56644*","10*56*64447",0
"*441*56644*","10*56*67*45",0
"*441*56644*","10*67*64447",0
"*441*56644*","10*67*67*45",0
"*441*56644*","10*78*64447",0
"*441*56644*","10*78*67*45",0
"*441*56644*","10*89*64447",0
"*441*56644*","10*89*67*45",0
"*441*56644*","10*95560*45",0
"*441*56644*","100*556*445",0
"*441*56644*","10002*64447",0
"*441*56644*","10002*67*45",0
"*441*56644*","12*23*64447",0
"*441*56644*","12*23*67*45",0
"*441*56644*","12*34*64447",0
"*441*56644*","12*34*67*45",0
"*441*56644*","12*45*64447",0
"*441*56644*","12*45*67*45",0
"*441*56644*","12*455*4445",0
"*441*56644*","12*56*64447",0
"*441*56644*","12*56*67*45",0
"*441*56644*","12*67*64447",0
"*441*56644*","12*67*67*45",0
"*441*56644*","12*78*64447",0
"*441*56644*","12*78*67*45",0
"*441*56644*","12*89*64447",0
"*441*56644*","12*89*67*45",0
"*441*56644*","12*95560*45",0
"*441*56644*","122*556*445",0
"*441*56644*","13332*64447",0
"*441*56644*","13332*67*45",0
"*441*56644*","15552*64447",0
"*441*56644*","15552*67*45",0
"*441*56644*","16662*64447",0
"*441*56644*","16662*67*45",0
"*441*56644*","17772*64447",0
"*441*56644*","17772*67*45",0
"*441*56644*","18882*64447",0
"*441*56644*","18882*67*45",0
"*441*56644*","19992*64447",0
"*441*56644*","19992*67*45",0
"*441*56644*","20003*64447",0
"*441*56644*","20003*67*45",0
"*441*56644*","23*23*64447",0
"*441*56644*","23*23*67*45",0
"*441*56644*","23*34*64447",0
"*441*56644*","23*34*67*45",0
"*441*56644*","23*45*64447",0
"*441*56644*","23*45*67*45",0
"*441*56644*","23*455*4445",0
"*441*56644*","23*56*64447",0
"*441*56644*","23*56*67*45",0
"*441*56644*","23*67*64447",0
"*441*56644*","23*67*67*45",0
"*441*56644*","23*78*64447",0
"*441*56644*","23*78*67*45",0
"*441*56644*","23*89*64447",0
"*441*56644*","23*89*67*45",0
"*441*56644*","23*95560*45",0
"*441*56644*","233*556*445",0
"*441*56644*","25553*64447",0
"*441*56644*","25553*67*45",0
"*441*56644*","26663*64447",0
"*441*56644*","26663*67*45",0
"*441*56644*","27773*64447",0
"*441*56644*","27773*67*45",0
"*441*56644*","28883*64447",0
"*441*56644*","28883*67*45",0
"*441*56644*","29993*64447",0
"*441*56644*","29993*67*45",0
"*441*56644*","30004*64447",0
"*441*56644*","30004*67*45",0
"*441*56644*","32224*64447",0
"*441*56644*","32224*67*45",0
"*441*56644*","35554*64447",0
"*441*56644*","35554*67*45",0
"*441*56644*","36664*64447",0
"*441*56644*","36664*67*45",0
"*441*56644*","37774*64447",0
"*441*56644*","37774*67*45",0
"*441*56644*","38884*64447",0
"*441*56644*","38884*67*45",0
"*441*56644*","39994*64447",0
"*441*56644*","39994*67*45",0
"*441*56644*","40005*64447",0
"*441*56644*","40005*67*45",0
"*441*56644*","42225*64447",0
"*441*56644*","42225*67*45",0
"*441*56644*","43335*64447",0
"*441*56644*","43335*67*45",0
"*441*56644*","45*23*64447",0
"*441*56644*","45*23*67*45",0
"*441*56644*","45*34*64447",0
"*441*56644*","45*34*67*45",0
"*441*56644*","45*45*64447",0
"*441*56644*","45*45*67*45",0
"*441*56644*","45*455*4445",0
"*441*56644*","45*56*64447",0
"*441*56644*","45*56*67*45",0
"*441*56644*","45*67*64447",0
"*441*56644*","45*67*67*45",0
"*441*56644*","45*78*64447",0
"*441*56644*","45*78*67*45",0
"*441*56644*","45*89*64447",0
"*441*56644*","45*89*67*45",0
"*441*56644*","45*95560*45",0
"*441*56644*","455*556*445",0
"*441*56644*","46665*64447",0
"*441*56644*","46665*67*45",0
"*441*56644*","47775*64447",0
"*441*56644*","47775*67*45",0
"*441*56644*","48885*64447",0
"*441*56644*","48885*67*45",0
"*441*56644*","49995*64447",0
"*441*56644*","49995*67*45",0
"*441*56644*","50006*64447",0
"*441*56644*","50006*67*45",0
"*441*56644*","52226*64447",0
"*441*56644*","52226*67*45",0
"*441*56644*","53336*64447",0
"*441*56644*","53336*67*45",0
"*441*56644*","56*23*64447",0
"*441*56644*","56*23*67*45",0
"*441*56644*","56*34*64447",0
"*441*56644*","56*34*67*45",0
"*441*56644*","56*45*64447",0
"*441*56644*","56*45*67*45",0
"*441*56644*","56*455*4445",0
"*441*56644*","56*56*64447",0
"*441*56644*","56*56*67*45",0
"*441*56644*","56*67*64447",0
"*441*56644*","56*67*67*45",0
"*441*56644*","56*78*64447",0
"*441*56644*","56*78*67*45",0
"*441*56644*","56*89*64447",0
"*441*56644*","56*89*67*45",0
"*441*56644*","56*95560*45",0
"*441*56644*","566*556*445",0
"*441*56644*","57776*64447",0
"*441*56644*","57776*67*45",0
"*441*56644*","58886*64447",0
"*441*56644*","58886*67*45",0
"*441*56644*","59996*64447",0
"*441*56644*","59996*67*45",0
"*441*56644*","60007*64447",0
"*441*56644*","60007*67*45",0
"*441*56644*","62227*64447",0
"*441*56644*","62227*67*45",0
"*441*56644*","63337*64447",0
"*441*56644*","63337*67*45",0
"*441*56644*","65557*64447",0
"*441*56644*","65557*67*45",0
"*441*56644*","67*23*64447",0
"*441*56644*","67*23*67*45",0
"*441*56644*","67*34*64447",0
"*441*56644*","67*34*67*45",0
"*441*56644*","67*45*64447",0
"*441*56644*","67*45*67*45",0
"*441*56644*","67*455*4445",0
"*441*56644*","67*56*64447",0
"*441*56644*","67*56*67*45",0
"*441*56644*","67*67*64447",0
"*441*56644*","67*67*67*45",0
"*441*56644*","67*78*64447",0
"*441*56644*","67*78*67*45",0
"*441*56644*","67*89*64447",0
"*441*56644*","67*89*67*45",0
"*441*56644*","67*95560*45",0
"*441*56644*","677*556*445",0
"*441*56644*","68887*64447",0
"*441*56644*","68887*67*45",0
"*441*56644*","69997*64447",0
"*441*56644*","69997*67*45",0
"*441*56644*","70008*64447",0
"*441*56644*","70008*67*45",0
"*441*56644*","72228*64447",0
"*441*56644*","72228*67*45",0
"*441*56644*","73338*64447",0
"*441*56644*","73338*67*45",0
"*441*56644*","75558*64447",0
"*441*56644*","75558*67*45",0
"*441*56644*","76668*64447",0
"*441*56644*","76668*67*45",0
"*441*56644*","78*23*64447",0
"*441*56644*","78*23*67*45",0
"*441*56644*","78*34*64447",0
"*441*56644*","78*34*67*45",0
"*441*56644*","78*45*64447",0
"*441*56644*","78*45*67*45",0
"*441*56644*","78*455*4445",0
"*441*56644*","78*56*64447",0
"*441*56644*","78*56*67*45",0
"*441*56644*","78*67*64447",0
"*441*56644*","78*67*67*45",0
"*441*56644*","78*78*64447",0
"*441*56644*","78*78*67*45",0
"*441*56644*","78*89*64447",0
"*441*56644*","78*89*67*45",0
"*441*56644*","78*95560*45",0
"*441*56644*","788*556*445",0
"*441*56644*","79998*64447",0
"*441*56644*","79998*67*45",0
"*441*56644*","80009*64447",0
"*441*56644*","80009*67*45",0
"*441*56644*","82229*64447",0
"*441*56644*","82229*67*45",0
"*441*56644*","83339*64447",0
"*441*56644*","83339*67*45",0
"*441*56644*","85559*64447",0
"*441*56644*","85559*67*45",0
"*441*56644*","86669*64447",0
"*441*56644*","86669*67*45",0
"*441*56644*","87779*64447",0
"*441*56644*","87779*67*45",0
"*441*56644*","89*23*64447",0
"*441*56644*","89*23*67*45",0
"*441*56644*","89*34*64447",0
"*441*56644*","89*34*67*45",0
"*441*56644*","89*45*64447",0
"*441*56644*","89*45*67*45",0
"*441*56644*","89*455*4445",0
"*441*56644*","89*56*64447",0
"*441*56644*","89*56*67*45",0
"*441*56644*","89*67*64447",0
"*441*56644*","89*67*67*45",0
"*441*56644*","89*78*64447",0
"*441*56644*","89*78*67*45",0
"*441*56644*","89*89*64447",0
"*441*56644*","89*89*67*45",0
"*441*56644*","89*95560*45",0
"*441*56644*","899*556*445",0
"*7744*7744*","10*344*4445",0
"*7744*7744*","10*6447*445",0
"*7744*7744*","1000*172*45",0
"*7744*7744*","1000*273*45",0
"*7744*7744*","1000*374*45",0
"*7744*7744*","1000*475*45",0
"*7744*7744*","1000*576*45",0
"*7744*7744*","1000*67*445",0
"*7744*7744*","1000*879*45",0
"*7744*7744*","1000*970*45",0
"*7744*7744*","12*344*4445",0
"*7744*7744*","12*6447*445",0
"*7744*7744*","1222*172*45",0
"*7744*7744*","1222*273*45",0
"*7744*7744*","1222*374*45",0
"*7744*7744*","1222*475*45",0
"*7744*7744*","1222*576*45",0
"*7744*7744*","1222*67*445",0
"*7744*7744*","1222*879*45",0
"*7744*7744*","1222*970*45",0
"*7744*7744*","23*344*4445",0
"*7744*7744*","23*6447*445",0
"*7744*7744*","2333*172*45",0
"*7744*7744*","2333*273*45",0
"*7744*7744*","2333*374*45",0
"*7744*7744*","2333*475*45",0
"*7744*7744*","2333*576*45",0
"*7744*7744*","2333*67*445",0
"*7744*7744*","2333*879*45",0
"*7744*7744*","2333*970*45",0
"*7744*7744*","34*344*4445",0
"*7744*7744*","34*6447*445",0
"*7744*7744*","45*344*4445",0
"*7744*7744*","45*6447*445",0
"*7744*7744*","4555*172*45",0
"*7744*7744*","4555*273*45",0
"*7744*7744*","4555*374*45",0
"*7744*7744*","4555*475*45",0
"*7744*7744*","4555*576*45",0
"*7744*7744*","4555*67*445",0
"*7744*7744*","4555*879*45",0
"*7744*7744*","4555*970*45",0
"*7744*7744*","56*344*4445",0
"*7744*7744*","56*6447*445",0
"*7744*7744*","5666*172*45",0
"*7744*7744*","5666*273*45",0
"*7744*7744*","5666*374*45",0
"*7744*7744*","5666*475*45",0
"*7744*7744*","5666*576*45",0
"*7744*7744*","5666*67*445",0
"*7744*7744*","5666*879*45",0
"*7744*7744*","5666*970*45",0
"*7744*7744*","78*344*4445",0
"*7744*7744*","78*6447*445",0
"*7744*7744*","7888*172*45",0
"*7744*7744*","7888*273*45",0
"*7744*7744*","7888*374*45",0
"*7744*7744*","7888*475*45",0
"*7744*7744*","7888*576*45",0
"*7744*7744*","7888*67*445",0
"*7744*7744*","7888*879*45",0
"*7744*7744*","7888*970*45",0
"*7744*7744*","89*344*4445",0
"*7744*7744*","89*6447*445",0
"*7744*7744*","8999*172*45",0
"*7744*7744*","8999*273*45",0
"*7744*7744*","8999*374*45",0
"*7744*7744*","8999*475*45",0
"*7744*7744*","8999*576*45",0
"*7744*7744*","8999*67*445",0
"*7744*7744*","8999*879*45",0
"*7744*7744*","8999*970*45",0
"11122233444","10*12*34*45",0
"11122233444","10*12*3444*",0
"11122233444","10*122*4445",0
"11122233444","10*92230*45",0
"11122233444","100*223*445",0
"11122233444","1000*23*445",0
"11122233444","10002*34*45",0
"11122233444","10002*3444*",0
"11122233444","12*12*34*45",0
"11122233444","12*12*3444*",0
"11122233444","12*122*4445",0
"11122233444","12*92230*45",0
"11122233444","122*223*445",0
"11122233444","13332*34*45",0
"11122233444","13332*3444*",0
"11122233444","14442*34*45",0
"11122233444","14442*3444*",0
"11122233444","15552*34*45",0
"11122233444","15552*3444*",0
"11122233444","16662*34*45",0
"11122233444","16662*3444*",0
"11122233444","17772*34*45",0
"11122233444","17772*3444*",0
"11122233444","18882*34*45",0
"11122233444","18882*3444*",0
"11122233444","19992*34*45",0
"11122233444","19992*3444*",0
"*3334*3444*","1331*734449",1
"*8889*3444*","6889*734449",1
"13332*3444*","1331*734449",1
"68887*3444*","6889*734449",1
"1331*121*25","133*16*133*",2
"1331*121*25","133*25*133*",2
"1331*121*25","133*34*133*",2
"1331*121*25","133*43*133*",2
"1331*121*25","133*52*133*",2
"1331*121*25","133*600100*",2
"1331*121*25","133*70*133*",2
